Accession-1,Gene Name,start,end,Genes in same transcription unit,Promoters,Centisome-Position,Direction,Transcription Units,operon,promotorstart,promotorend,operon_direction
b0989,cspH,1050963,1051175,cspH,,22.642002,-,cspH,cspH,1051175,1051475,-
b0990,cspG,1051461,1051673,cspG,,22.65273,+,cspG,cspG,1051161,1051461,+
b0991,ymcE,1051847,1052077,ymcE // gnsA,,22.661049,+,ymcE-gnsA,ymcE-gnsA,1051547,1051847,+
b0992,yccM,1052289,1053362,yccM,,22.67057,-,yccM,yccM,1053362,1053662,-
b0993,torS,1053434,1056178,torS,,22.695238,-,torS,torS,1056178,1056478,-
b0994,torT,1056261,1057289,torT,,22.756144,+,torT,torT,1055961,1056261,+
b0995,torR,1057262,1057954,torR,torRp,22.77771,-,torR,torR,1057954,1058254,-
b0996,torC,1058084,1059256,torC // torA // torD,torCp,22.795418,+,torCAD,torCAD,1057784,1058084,+
b0997,torA,1059256,1061802,torC // torA // torD,torCp,22.820667,+,torCAD,torCAD,1057784,1058084,+
b0998,torD,1061799,1062398,torC // torA // torD,torCp,22.875456,+,torCAD,torCAD,1057784,1058084,+
b0999,cbpM,1062550,1062855,cbpM // cbpA,cbpAp // cbpAp4 // cbpAp6 // cbpAp2 // cbpAp1,22.891634,-,cbpA-cbpM // cbpA-cbpM // cbpA-cbpM // cbpAM // cbpAM,cbpAM,1063775,1064075,-
b1000,cbpA,1062855,1063775,cbpM // cbpA,cbpAp // cbpAp4 // cbpAp6 // cbpAp2 // cbpAp1,22.898205,-,cbpA-cbpM // cbpA-cbpM // cbpA-cbpM // cbpAM // cbpAM,cbpAM,1063775,1064075,-
b1001,yccE,1064036,1065292,yccE,yccEp,22.923649,+,yccE,yccE,1063736,1064036,+
b1002,agp,1065585,1066826,agp,agpp,22.957022,+,agp,agp,1065285,1065585,+
b1003,yccJ,1066864,1067091,wrbA // yccJ,wrbAp,22.984575,-,wrbA-yccJ,wrbA-yccJ,1067708,1068008,-
b1004,wrbA,1067112,1067708,wrbA // yccJ,wrbAp,22.989918,-,wrbA-yccJ,wrbA-yccJ,1067708,1068008,-
b1005,ycdF,1067918,1068148,,,23.00034,+,,,1067618,1067918,+
b1006,rutG,1068511,1069839,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.02006,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1007,rutF,1069860,1070354,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.04912,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1008,rutE,1070365,1070955,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.060001,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1009,rutD,1070965,1071765,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.072927,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1010,rutC,1071773,1072159,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.090336,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1011,rutB,1072171,1072863,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.09891,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1012,rutA,1072863,1074011,rutA // rutB // rutC // rutD // rutE // rutF // rutG,rutAp,23.11382,-,rutABCDEFG,rutABCDEFG,1074011,1074311,-
b1013,rutR,1074242,1074880,rutR,rutRp2 // rutRp1,23.143526,+,rutR // rutR,rutR,1073942,1074242,+
b1014,putA,1074920,1078882,putA,putAp,23.158134,-,putA,putA,1078882,1079182,-
b1015,putP,1079305,1080813,putP,putPp5 // putPp4 // putPp3 // putPp2 // putPp1,23.252605,+,putP // putP // putP // putP // putP,putP,1079005,1079305,+
b1018,efeO,1082243,1083370,efeB // efeO,,23.315903,+,efeOB,efeOB,1081943,1082243,+
b1019,efeB,1083376,1084647,efeB // efeO,,23.340311,+,efeOB,efeOB,1081943,1082243,+
b1020,phoH,1084992,1086056,phoH,phoHp2 // phoHp1,23.375126,+,phoH // phoH,phoH,1084692,1084992,+
b1021,pgaD,1086106,1086519,pgaD // pgaC // pgaB // pgaA,pgaAp,23.399126,-,pgaABCD,pgaABCD,1092289,1092589,-
b1022,pgaC,1086521,1087846,pgaD // pgaC // pgaB // pgaA,pgaAp,23.408068,-,pgaABCD,pgaABCD,1092289,1092589,-
b1023,pgaB,1087839,1089857,pgaD // pgaC // pgaB // pgaA,pgaAp,23.43646,-,pgaABCD,pgaABCD,1092289,1092589,-
b1024,pgaA,1089866,1092289,pgaD // pgaC // pgaB // pgaA,pgaAp,23.480133,-,pgaABCD,pgaABCD,1092289,1092589,-
b1025,dgcT,1092876,1094234,dgcT,ycdTp,23.54498,+,ycdT,dgcT,1092576,1092876,+
b1026,insF4,1094275,1095141,insE4 // insF4 // insEF4,,23.575119,-,insE4F4EF4,insEF4E4F4,1095437,1095737,-
b1027,insE4,1095138,1095437,insE4 // insF4 // insEF4,,23.593712,-,insE4F4EF4,insEF4E4F4,1095437,1095737,-
b1028,ymdE,1095544,1095846,ycdU // ymdE,,23.602459,+,ymdE-ycdU,ymdE-ycdU,1095244,1095544,+
b1029,ycdU,1095843,1096829,ycdU // ymdE,,23.6089,+,ymdE-ycdU,ymdE-ycdU,1095244,1095544,+
b1032,serX,1097565,1097652,serX,serXp,23.646,-,serX,serX,1097652,1097952,-
b1033,ghrA,1097886,1098824,ghrA,,23.652916,+,ghrA,ghrA,1097586,1097886,+
b1034,ycdX,1098879,1099616,ycdY // ycdX,,23.674307,+,ycdXY,ycdXY,1098579,1098879,+
b1035,ycdY,1099640,1100194,ycdY // ycdX,,23.690704,+,ycdXY,ycdXY,1098579,1098879,+
b1036,ycdZ,1100296,1100787,ycdZ,ycdZp4,23.704836,+,ycdZ,ycdZ,1099996,1100296,+
b1037,csgG,1100851,1101684,csgG // csgF // csgE // csgD,csgDp3 // csgDp // csgDp2 // csgDp1,23.716793,-,csgDEFG // csgDEFG // csgDEFG // csgDEFG,csgDEFG,1103196,1103496,-
b1038,csgF,1101711,1102127,csgG // csgF // csgE // csgD,csgDp3 // csgDp // csgDp2 // csgDp1,23.735321,-,csgDEFG // csgDEFG // csgDEFG // csgDEFG,csgDEFG,1103196,1103496,-
b1039,csgE,1102152,1102541,csgG // csgF // csgE // csgD,csgDp3 // csgDp // csgDp2 // csgDp1,23.744822,-,csgDEFG // csgDEFG // csgDEFG // csgDEFG,csgDEFG,1103196,1103496,-
b1040,csgD,1102546,1103196,csgG // csgF // csgE // csgD,csgDp3 // csgDp // csgDp2 // csgDp1,23.753311,-,csgDEFG // csgDEFG // csgDEFG // csgDEFG,csgDEFG,1103196,1103496,-
b1041,csgB,1103951,1104406,csgB // csgA // csgC,csgBp2 // csgBp,23.783579,+,csgBAC // csgBAC,csgBAC,1103651,1103951,+
b1042,csgA,1104447,1104902,csgB // csgA // csgC,csgBp2 // csgAp // csgBp,23.794266,+,csgBAC // csgA // csgBAC,csgBAC,1103651,1103951,+
b1043,csgC,1104961,1105293,csgB // csgA // csgC,csgBp2 // csgCp // csgBp,23.80534,+,csgBAC // csgC // csgBAC,csgBAC,1103651,1103951,+
b1044,ymdA,1105414,1105725,clsC // ymdA // ymdB,ymdAp // ymdAp // ymdAp,23.815098,+,ymdAB // ymdAB-clsC // ymdA,ymdAB-clsC,1105114,1105414,+
b1045,ymdB,1105820,1106353,clsC // ymdA // ymdB,ymdAp // ymdBp // ymdAp // ymdBp,23.823845,+,ymdAB // ymdB // ymdAB-clsC // ymdB-clsC,ymdAB-clsC,1105114,1105414,+
b1046,clsC,1106355,1107776,ymdA // ymdB // clsC,ymdAp // clsCp // ymdBp,23.835371,+,ymdAB-clsC // clsC // ymdB-clsC,ymdAB-clsC,1105114,1105414,+
b1047,opgC,1107784,1108941,opgC,,23.86616,-,mdoC,opgC,1108941,1109241,-
b1048,opgG,1109335,1110870,opgH // opgG,opgGp // opgGp2 // opgGp1,23.899572,+,mdoGH // mdoGH // mdoGH,opgGH,1109035,1109335,+
b1049,opgH,1110863,1113406,opgH // opgG,opgGp // opgGp2 // opgGp1,23.932493,+,mdoGH // mdoGH // mdoGH,opgGH,1109035,1109335,+
b1050,yceK,1113579,1113806,yceK,,23.991005,+,yceK,yceK,1113279,1113579,+
b1051,msyB,1113807,1114181,msyB,msyBp,23.995918,-,msyB,msyB,1114181,1114481,-
b1052,b1052,1114211,1114309,,,23.998104,-,,,1114309,1114609,-
b1053,mdtG,1114264,1115490,mdtG,,24.005764,-,mdtG,mdtG,1115490,1115790,-
b1054,lpxL,1115662,1116582,lpxL,lpxLp,24.035881,-,lpxL,lpxL,1116582,1116882,-
b1055,trhO,1116807,1117859,trhO,yceAp,24.06055,+,yceA,trhO,1116507,1116807,+
b1056,yceI,1117901,1118476,yceJ // yceI,yceJp2 // yceJp,24.08412,-,yceJI // yceI // yceJI,yceJI,1119046,1119346,-
b1057,yceJ,1118480,1119046,yceJ // yceI,yceJp2 // yceJp,24.096594,-,yceJI // yceJI,yceJI,1119046,1119346,-
b1058,yceO,1119307,1119447,solA // yceO,solAp,24.11441,-,solA-yceO,solA-yceO,1120586,1120886,-
b1059,solA,1119468,1120586,solA // yceO,solAp,24.117878,-,solA-yceO,solA-yceO,1120586,1120886,-
b1060,bssS,1120701,1120955,bssS,bssSp // bssSp2 // bssSp1,24.144442,-,bssS // bssS // bssS,bssS,1120955,1121255,-
b1061,dinI,1121242,1121487,dinI,dinIp,24.156097,-,dinI,dinI,1121487,1121787,-
b1062,pyrC,1121561,1122607,pyrC,pyrCp,24.16297,-,pyrC,pyrC,1122607,1122907,-
b1063,yceB,1122713,1123273,yceB,,24.18779,-,yceB,yceB,1123273,1123573,-
b1064,grxB,1123407,1124054,grxB,grxBp,24.20274,-,grxB,grxB,1124054,1124354,-
b1065,mdtH,1124118,1125326,mdtH,,24.21806,-,mdtH,mdtH,1125326,1125626,-
b1066,rimJ,1125562,1126146,rimJ,rimJp,24.249168,+,rimJ,rimJ,1125262,1125562,+
b1067,yceH,1126157,1126804,yceH,,24.261988,+,yceH,yceH,1125857,1126157,+
b1068,yceM,1126806,1127729,yceM,,24.275969,+,mviM,yceM,1126506,1126806,+
b1069,murJ,1127839,1129374,murJ,,24.298223,+,murJ,murJ,1127539,1127839,+
b1070,flgN,1129414,1129830,flgN // flgM // flgA,flgMp // flgAp,24.332155,-,flgMN // flgAMN,flgAMN,1130863,1131163,-
b1071,flgM,1129835,1130128,flgN // flgM // flgA,flgMp // flgAp,24.341225,-,flgMN // flgAMN,flgAMN,1130863,1131163,-
b1072,flgA,1130204,1130863,flgA // flgN // flgM,flgAp,24.349174,-,flgAMN,flgAMN,1130863,1131163,-
b1073,flgB,1131018,1131434,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.366713,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1074,flgC,1131438,1131842,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.375761,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1075,flgD,1131854,1132549,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.384724,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1076,flgE,1132574,1133782,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.400236,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1077,flgF,1133802,1134557,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.426691,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1078,flgG,1134729,1135511,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.446663,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1079,flgH,1135564,1136262,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.464651,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1080,flgI,1136274,1137371,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.479948,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1081,flgJ,1137371,1138312,flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ,flgBp,24.503582,+,flgBCDEFGHIJ,flgBCDEFGHIJ,1130718,1131018,+
b1082,flgK,1138378,1140021,flgO // flgL // flgK,flgKp,24.525278,+,flgK,flgKLO,1138078,1138378,+
b1083,flgL,1140033,1140986,flgO // flgL // flgK,flgKp,24.560932,+,flgK,flgKLO,1138078,1138378,+
b1084,rne,1141182,1144367,rne,rnep4 // rnep3 // rnep2 // rnep1,24.585686,-,rne // rne // rne // rne,rne,1144367,1144667,-
b1085,yceQ,1144502,1144822,yceQ,,24.657211,+,yceQ,yceQ,1144202,1144502,+
b1086,rluC,1144940,1145899,rluC,,24.666649,+,rluC,rluC,1144640,1144940,+
b1087,yceF,1146011,1146595,yceF,,24.689722,-,yceF,yceF,1146595,1146895,-
b1088,yceD,1146794,1147315,fabF // acpP // yceD // fabG // fabD // fabH // plsX // rpmF,yceDp2 // yceDp1,24.706593,+,yceD-rpmF // yceD-rpmF,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1089,rpmF,1147367,1147540,rpmF // yceD // fabF // acpP // fabG // fabD // fabH // plsX,rpmFp // yceDp2 // yceDp1,24.718935,+,rpmF-plsX-fabHDG // yceD-rpmF // yceD-rpmF,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1090,plsX,1147621,1148691,yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF,plsXp // rpmFp,24.72441,+,plsX-fabHDG // rpmF-plsX-fabHDG,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1091,fabH,1148759,1149712,yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF,plsXp // rpmFp // fabHp,24.748926,+,plsX-fabHDG // rpmF-plsX-fabHDG // fabHDG,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1092,fabD,1149728,1150657,yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF,plsXp // rpmFp // fabHp,24.769802,+,plsX-fabHDG // rpmF-plsX-fabHDG // fabDG-acpP // fabHDG,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1093,fabG,1150670,1151404,yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF,plsXp // rpmFp // fabHp,24.790096,+,plsX-fabHDG // rpmF-plsX-fabHDG // fabG-acpP // fabDG-acpP // fabHDG,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1094,acpP,1151615,1151851,yceD // rpmF // fabH // plsX // fabF // fabD // acpP // fabG,acpPp // acpPp,24.810455,+,acpP // fabG-acpP // fabDG-acpP // acpP-fabF,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1095,fabF,1151939,1153180,yceD // rpmF // fabH // plsX // fabD // fabG // fabF // acpP,acpPp,24.817436,+,fabF // acpP-fabF,yceD-rpmF-plsX-fabHDG-acpP-fabF,1146494,1146794,+
b1096,pabC,1153300,1154109,ycfH // holB // tmk // mltG // pabC,,24.846756,+,pabC-mltG-tmk-holB-ycfH,pabC-mltG-tmk-holB-ycfH,1153000,1153300,+
b1097,mltG,1154112,1155134,ycfH // holB // tmk // mltG // pabC,,24.86425,+,pabC-mltG-tmk-holB-ycfH,pabC-mltG-tmk-holB-ycfH,1153000,1153300,+
b1098,tmk,1155124,1155765,ycfH // holB // tmk // mltG // pabC,,24.886053,+,pabC-mltG-tmk-holB-ycfH,pabC-mltG-tmk-holB-ycfH,1153000,1153300,+
b1099,holB,1155762,1156766,ycfH // holB // tmk // mltG // pabC,,24.8998,+,pabC-mltG-tmk-holB-ycfH,pabC-mltG-tmk-holB-ycfH,1153000,1153300,+
b1100,ycfH,1156777,1157574,ycfH // holB // tmk // mltG // pabC,,24.921665,+,pabC-mltG-tmk-holB-ycfH,pabC-mltG-tmk-holB-ycfH,1153000,1153300,+
b1101,ptsG,1157869,1159302,ptsG,ptsGp2 // ptsGp1,24.945192,+,ptsG // ptsG,ptsG,1157569,1157869,+
b1102,fhuE,1159362,1161551,fhuE,fhuEp,24.977358,-,fhuE,fhuE,1161551,1161851,-
b1103,hinT,1161885,1162244,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.031713,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1104,ycfL,1162247,1162624,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.039513,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1105,lpoB,1162638,1163279,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.047934,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1106,thiK,1163260,1164084,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.061337,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1107,nagZ,1164095,1165120,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.079325,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1108,ycfP,1165143,1165685,ycfP // nagZ // thiK // lpoB // ycfL // hinT,,25.101904,+,hinT-ycfL-lpoB-thiK-nagZ-ycfP,hinT-ycfL-lpoB-thiK-nagZ-ycfP,1161585,1161885,+
b1109,ndh,1166085,1167389,ndh,ndhp,25.122198,+,ndh,ndh,1165785,1166085,+
b1110,ycfJ,1167599,1168138,ycfJ,,25.154814,+,ycfJ,ycfJ,1167299,1167599,+
b1111,comR,1168200,1168832,comR,comRp,25.167763,-,comR,comR,1168832,1169132,-
b1112,bhsA,1169073,1169330,bhsA,bhsAp9 // bhsAp,25.186571,+,bhsA // bhsA,bhsA,1168773,1169073,+
b1113,ldtC,1169412,1170374,ldtC,ldtCp,25.193876,-,ldtC,ldtC,1170374,1170674,-
b1114,mfd,1170518,1173964,mfd,mfdp2 // mfdp1,25.217703,-,mfd // mfd,mfd,1173964,1174264,-
b1115,ycfT,1174092,1175165,ycfT,,25.2947,-,ycfT,ycfT,1175165,1175465,-
b1116,lolC,1175427,1176626,lolE // lolD // lolC,,25.323463,+,lolCDE,lolCDE,1175127,1175427,+
b1117,lolD,1176619,1177320,lolE // lolD // lolC,,25.349144,+,lolCDE,lolCDE,1175127,1175427,+
b1118,lolE,1177320,1178564,lolE // lolD // lolC,,25.364244,+,lolCDE,lolCDE,1175127,1175427,+
b1119,nagK,1178593,1179504,cobB // nagK,,25.39167,+,nagK-cobB,nagK-cobB,1178293,1178593,+
b1120,cobB,1179520,1180359,cobB // nagK,,25.411642,+,nagK-cobB,nagK-cobB,1178293,1178593,+
b1121,ycfZ,1180479,1181267,ymfA // ycfZ,,25.432304,-,ymfA-ycfZ,ymfA-ycfZ,1181725,1182025,-
b1122,ymfA,1181264,1181725,ymfA // ycfZ,,25.449217,-,ymfA-ycfZ,ymfA-ycfZ,1181725,1182025,-
b1123,potD,1181783,1182829,potD // potC // potB // potA,,25.460396,-,potABCD,potABCD,1185594,1185894,-
b1124,potC,1182826,1183620,potD // potC // potB // potA,,25.482866,-,potABCD,potABCD,1185594,1185894,-
b1125,potB,1183617,1184444,potD // potC // potB // potA,,25.499907,-,potABCD,potABCD,1185594,1185894,-
b1126,potA,1184458,1185594,potD // potC // potB // potA,,25.518026,-,potABCD,potABCD,1185594,1185894,-
b1127,pepT,1185844,1187070,pepT,pepTp,25.547886,+,pepT,pepT,1185544,1185844,+
b1128,roxA,1187119,1188240,roxA,,25.575356,-,roxA,roxA,1188240,1188540,-
b1129,phoQ,1188316,1189776,phoQ // phoP,phoQp5 // phoPp3 // phoPp2 // phoPp1,25.601143,-,phoQ // phoPQ // phoPQ // phoPQ,phoPQ,1190447,1190747,-
b1130,phoP,1189776,1190447,phoP // phoQ,phoPp3 // phoPp2 // phoPp1,25.632599,-,phoPQ // phoPQ // phoPQ,phoPQ,1190447,1190747,-
b1131,purB,1190616,1191986,purB // hflD,hflDp,25.650696,-,hflD-purB,hflD-purB,1192631,1192931,-
b1132,hflD,1191990,1192631,purB // hflD,hflDp,25.680298,-,hflD-purB,hflD-purB,1192631,1192931,-
b1133,mnmA,1192667,1193773,mnmA,mnmAp,25.694883,-,mnmA,mnmA,1193773,1194073,-
b1134,nudJ,1193827,1194288,rluE // nudJ,,25.719872,-,rluE-nudJ,rluE-nudJ,1194951,1195251,-
b1135,rluE,1194298,1194951,rluE // nudJ,,25.73002,-,rluE-nudJ,rluE-nudJ,1194951,1195251,-
b1136,icd,1195123,1196373,icd,icdAp2 // icdAp1,25.747793,+,icd // icd,icd,1194823,1195123,+
b1137,ymfD,1196867,1197532,ymfE // ymfD,,25.785366,-,ymfED,ymfED,1198237,1198537,-
b1138,ymfE,1197533,1198237,ymfE // ymfD,,25.799715,-,ymfED,ymfED,1198237,1198537,-
b1139,lit,1198695,1199588,lit,,25.824749,+,lit,lit,1198395,1198695,+
b1140,intE,1199679,1200806,ymfH // xisE // intE,,25.845947,-,ymfH-xisE-intE,ymfH-xisE-intE,1201380,1201680,-
b1141,xisE,1200787,1201032,ymfH // xisE // intE,,25.86982,-,ymfH-xisE-intE,ymfH-xisE-intE,1201380,1201680,-
b1142,ymfH,1201069,1201380,ymfH // xisE // intE,,25.875896,-,ymfH-xisE-intE,ymfH-xisE-intE,1201380,1201680,-
b1143,ymfI,1201497,1201838,ymfI,,25.885117,+,ymfI,ymfI,1201197,1201497,+
b1144,ymfJ,1201776,1202084,ymfJ,,25.891129,-,ymfJ,ymfJ,1202084,1202384,-
b1145,ymfK,1202259,1202933,ymfK,,25.901531,-,ymfK,ymfK,1202933,1203233,-
b1146,ymfT,1203024,1203224,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.918013,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1147,ymfL,1203268,1203825,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.92327,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1148,ymfM,1203822,1204160,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.935205,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1149,ymfN,1204170,1205537,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.942703,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1150,ymfR,1205549,1205731,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.97241,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1151,beeE,1205731,1206204,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.976334,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1152,jayE,1206131,1206922,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,25.984951,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1153,ymfQ,1206913,1207497,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,26.001799,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1154,ycfK,1207501,1208130,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,26.014465,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1155,tfaP,1208132,1208545,tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT,,26.02806,+,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,1202724,1203024,+
b1156,tfaE,1208517,1209119,stfE // tfaE,,26.036354,-,stfE-tfaE,stfE-tfaE,1209655,1209955,-
b1157,stfE,1209119,1209655,stfE // tfaE,,26.049324,-,stfE-tfaE,stfE-tfaE,1209655,1209955,-
b1158,pinE,1209685,1210239,pinE,,26.06152,+,pinE,pinE,1209385,1209685,+
b1159,mcrA,1210346,1211179,mcrA,,26.07576,+,mcrA,mcrA,1210046,1210346,+
b1160,iraM,1211680,1212003,iraM,iraMp2 // iraMp1,26.104498,-,iraM // iraM,iraM,1212003,1212303,-
b1161,ycgX,1212703,1213107,ycgX,,26.12654,-,ycgX,ycgX,1213107,1213407,-
b1162,bluR,1213328,1214059,bluR,bluRp,26.140005,-,bluR,bluR,1214059,1214359,-
b1163,bluF,1214264,1215475,bluF,bluFp,26.160168,-,bluF,bluF,1215475,1215775,-
b1164,ycgZ,1215789,1216025,ymgC // ariR // ymgA // ycgZ,ycgZp2 // ycgZp,26.193024,+,ycgZ-ymgA-ariR-ymgC // ycgZ-ymgA-ariR-ymgC // ycgZ,ycgZ-ymgA-ariR-ymgC,1215489,1215789,+
b1165,ymgA,1216068,1216340,ymgC // ariR // ymgA // ycgZ,ycgZp2 // ycgZp,26.199034,+,ycgZ-ymgA-ariR-ymgC // ycgZ-ymgA-ariR-ymgC // ymgA-ariR,ycgZ-ymgA-ariR-ymgC,1215489,1215789,+
b1166,ariR,1216369,1216635,ymgC // ariR // ymgA // ycgZ,ycgZp2 // ycgZp,26.205519,+,ycgZ-ymgA-ariR-ymgC // ariR // ycgZ-ymgA-ariR-ymgC // ymgA-ariR,ycgZ-ymgA-ariR-ymgC,1215489,1215789,+
b1167,ymgC,1216748,1216996,ymgC // ariR // ymgA // ycgZ,ycgZp2 // ycgZp,26.213684,+,ycgZ-ymgA-ariR-ymgC // ycgZ-ymgA-ariR-ymgC // ymgC,ycgZ-ymgA-ariR-ymgC,1215489,1215789,+
b1168,pdeG,1217328,1218851,pdeG,,26.226181,+,pdeG,pdeG,1217028,1217328,+
b1171,ymgD,1222305,1222634,ymgG // ymgD,,26.333405,-,ymgGD,ymgGD,1222988,1223288,-
b1172,ymgG,1222644,1222988,ymgG // ymgD,,26.340708,-,ymgGD,ymgGD,1222988,1223288,-
b1174,minE,1224279,1224545,minE // minD // minC,,26.37593,-,minCDE,minCDE,1226080,1226380,-
b1175,minD,1224549,1225361,minE // minD // minC,,26.381748,-,minCDE,minCDE,1226080,1226380,-
b1176,minC,1225385,1226080,minE // minD // minC,,26.399761,-,minCDE,minCDE,1226080,1226380,-
